Clave Estado-Municipio,Clave Estado,Clave Municipio,Estado,Municipio,Grado de Rezago Social 2015,Población 2015,Ranking nacional
32-58,32,58,Zacatecas,Santa María de la Paz,Bajo,2656,1855
32-15,32,15,Zacatecas,El Plateado de Joaquín Amaro,Bajo,1160,1566
32-27,32,27,Zacatecas,Melchor Ocampo,Bajo,2938,1564
32-26,32,26,Zacatecas,Mazapil,Medio,17457,1254
32-25,32,25,Zacatecas,Luis Moya,Muy bajo,13292,2106
32-24,32,24,Zacatecas,Loreto,Muy bajo,53441,2113
32-23,32,23,Zacatecas,Juchipila,Muy bajo,12627,2211
32-22,32,22,Zacatecas,Juan Aldama,Bajo,21806,2083
32-21,32,21,Zacatecas,Jiménez del Teul,Medio,4275,889
32-20,32,20,Zacatecas,Jerez,Muy bajo,59125,2205
32-19,32,19,Zacatecas,Jalpa,Muy bajo,24093,2136
32-18,32,18,Zacatecas,Huanusco,Bajo,4084,1985
32-17,32,17,Zacatecas,Guadalupe,Muy bajo,187918,2403
32-16,32,16,Zacatecas,General Pánfilo Natera,Bajo,23192,1768
32-14,32,14,Zacatecas,General Francisco R. Murguía,Bajo,21809,1785
32-29,32,29,Zacatecas,Miguel Auza,Bajo,23827,1830
32-13,32,13,Zacatecas,General Enrique Estrada,Muy bajo,6325,2118
32-12,32,12,Zacatecas,Genaro Codina,Medio,8185,1335
32-11,32,11,Zacatecas,Trinidad García de la Cadena,Bajo,2884,2071
32-10,32,10,Zacatecas,Fresnillo,Muy bajo,230865,2153
32-9,32,9,Zacatecas,Chalchihuites,Bajo,11416,2043
32-8,32,8,Zacatecas,Cuauhtémoc,Bajo,12590,1712
32-7,32,7,Zacatecas,Concepción del Oro,Muy bajo,12944,2187
32-6,32,6,Zacatecas,Cañitas de Felipe Pescador,Bajo,8393,1898
32-5,32,5,Zacatecas,Calera,Muy bajo,45204,2218
32-3,32,3,Zacatecas,Atolinga,Bajo,2427,1746
32-2,32,2,Zacatecas,Apulco,Bajo,4738,1633
32-1,32,1,Zacatecas,Apozol,Bajo,6086,1892
32-28,32,28,Zacatecas,Mezquital del Oro,Bajo,2484,1565
32-4,32,4,Zacatecas,Benito Juárez,Bajo,3990,1890
32-30,32,30,Zacatecas,Momax,Bajo,2404,2058
32-45,32,45,Zacatecas,Tepechitlán,Bajo,8855,1786
32-31,32,31,Zacatecas,Monte Escobedo,Bajo,9129,1850
32-57,32,57,Zacatecas,Trancoso,Bajo,19413,1873
32-55,32,55,Zacatecas,Villanueva,Bajo,30240,1976
32-54,32,54,Zacatecas,Villa Hidalgo,Bajo,19155,1640
32-53,32,53,Zacatecas,Villa González Ortega,Bajo,13099,1897
32-52,32,52,Zacatecas,Villa García,Bajo,18745,1990
32-51,32,51,Zacatecas,Villa de Cos,Bajo,35252,1754
32-50,32,50,Zacatecas,Vetagrande,Muy bajo,9796,2124
32-49,32,49,Zacatecas,Valparaíso,Bajo,32606,1607
32-48,32,48,Zacatecas,Tlaltenango de Sánchez Román,Bajo,26645,2056
32-47,32,47,Zacatecas,Teúl de González Ortega,Muy bajo,5378,2111
32-46,32,46,Zacatecas,Tepetongo,Bajo,7071,1859
32-56,32,56,Zacatecas,Zacatecas,Muy bajo,146147,2423
32-44,32,44,Zacatecas,Tabasco,Bajo,15484,1937
32-37,32,37,Zacatecas,Pánuco,Bajo,17647,1719
32-33,32,33,Zacatecas,Moyahua de Estrada,Bajo,3947,2081
32-32,32,32,Zacatecas,Morelos,Muy bajo,12354,2341
32-34,32,34,Zacatecas,Nochistlán de Mejía,Bajo,27750,2084
32-36,32,36,Zacatecas,Ojocaliente,Bajo,43471,1824
32-35,32,35,Zacatecas,Noria de Ángeles,Bajo,16864,1864
32-38,32,38,Zacatecas,Pinos,Medio,73151,1332
32-39,32,39,Zacatecas,Río Grande,Bajo,63880,2086
32-40,32,40,Zacatecas,Sain Alto,Bajo,22278,1720
32-41,32,41,Zacatecas,El Salvador,Medio,2455,1274
32-42,32,42,Zacatecas,Sombrerete,Bajo,62433,1984
32-43,32,43,Zacatecas,Susticacán,Bajo,1329,1783
31-35,31,35,Yucatán,Hoctún,Medio,5976,923
31-39,31,39,Yucatán,Ixil,Bajo,4073,1755
31-38,31,38,Yucatán,Hunucmá,Bajo,32475,1453
31-37,31,37,Yucatán,Huhí,Medio,5218,932
31-36,31,36,Yucatán,Homún,Medio,7670,988
31-29,31,29,Yucatán,Dzilam González,Bajo,6120,1393
31-34,31,34,Yucatán,Hocabá,Medio,6089,793
31-33,31,33,Yucatán,Halachó,Medio,20152,1049
31-32,31,32,Yucatán,Espita,Alto,16071,575
31-31,31,31,Yucatán,Dzoncauich,Medio,2609,975
31-28,31,28,Yucatán,Dzilam de Bravo,Bajo,2744,1686
31-40,31,40,Yucatán,Izamal,Bajo,26801,1446
31-46,31,46,Yucatán,Mama,Medio,3210,1034
31-41,31,41,Yucatán,Kanasín,Bajo,96317,2072
31-42,31,42,Yucatán,Kantunil,Medio,5455,999
31-43,31,43,Yucatán,Kaua,Medio,3119,919
31-44,31,44,Yucatán,Kinchil,Medio,7187,1068
31-45,31,45,Yucatán,Kopomá,Bajo,2515,1506
31-47,31,47,Yucatán,Maní,Medio,5637,1181
31-48,31,48,Yucatán,Maxcanú,Medio,22619,1016
31-49,31,49,Yucatán,Mayapán,Alto,3700,338
31-50,31,50,Yucatán,Mérida,Muy bajo,892363,2393
31-51,31,51,Yucatán,Mocochá,Bajo,3218,1845
31-26,31,26,Yucatán,Dzemul,Bajo,3662,1848
31-52,31,52,Yucatán,Motul,Bajo,36097,1588
31-27,31,27,Yucatán,Dzidzantún,Bajo,8176,1875
31-12,31,12,Yucatán,Cenotillo,Medio,3886,1235
31-25,31,25,Yucatán,Dzán,Bajo,5357,1611
31-24,31,24,Yucatán,Chumayel,Medio,3308,847
31-54,31,54,Yucatán,Muxupip,Bajo,2837,1495
31-1,31,1,Yucatán,Abalá,Medio,6502,804
31-2,31,2,Yucatán,Acanceh,Bajo,16127,1476
31-3,31,3,Yucatán,Akil,Medio,11312,1036
31-4,31,4,Yucatán,Baca,Bajo,5811,1841
31-5,31,5,Yucatán,Bokobá,Bajo,2191,1522
31-6,31,6,Yucatán,Buctzotz,Medio,8887,1316
31-7,31,7,Yucatán,Cacalchén,Bajo,7224,1501
31-8,31,8,Yucatán,Calotmul,Medio,3992,976
31-9,31,9,Yucatán,Cansahcab,Bajo,4580,1442
31-10,31,10,Yucatán,Cantamayec,Alto,2519,472
31-11,31,11,Yucatán,Celestún,Bajo,7836,1360
31-13,31,13,Yucatán,Conkal,Muy bajo,11141,2239
31-14,31,14,Yucatán,Cuncunul,Medio,1572,1209
31-15,31,15,Yucatán,Cuzamá,Medio,5181,910
31-16,31,16,Yucatán,Chacsinkín,Medio,3015,772
31-17,31,17,Yucatán,Chankom,Alto,4583,512
31-18,31,18,Yucatán,Chapab,Medio,3153,913
31-19,31,19,Yucatán,Chemax,Alto,36881,301
31-20,31,20,Yucatán,Chicxulub Pueblo,Bajo,4468,1870
31-21,31,21,Yucatán,Chichimilá,Alto,8371,668
31-22,31,22,Yucatán,Chikindzonot,Alto,4166,510
31-23,31,23,Yucatán,Chocholá,Bajo,4691,1704
31-53,31,53,Yucatán,Muna,Bajo,12722,1404
31-30,31,30,Yucatán,Dzitás,Alto,3783,706
31-55,31,55,Yucatán,Opichén,Medio,6789,1099
31-94,31,94,Yucatán,Tixmehuac,Alto,4813,704
31-83,31,83,Yucatán,Telchac Puerto,Bajo,1778,1952
31-84,31,84,Yucatán,Temax,Medio,7210,1014
31-85,31,85,Yucatán,Temozón,Alto,15503,685
31-86,31,86,Yucatán,Tepakán,Medio,2134,853
31-87,31,87,Yucatán,Tetiz,Medio,5124,911
31-88,31,88,Yucatán,Teya,Medio,1916,1297
31-89,31,89,Yucatán,Ticul,Bajo,40161,1609
31-90,31,90,Yucatán,Timucuy,Medio,7362,898
31-91,31,91,Yucatán,Tinum,Medio,11942,1157
31-92,31,92,Yucatán,Tixcacalcupul,Alto,7157,365
31-93,31,93,Yucatán,Tixkokob,Bajo,17787,1972
31-95,31,95,Yucatán,Tixpéhual,Bajo,5407,1623
31-81,31,81,Yucatán,Tekom,Medio,3216,884
31-96,31,96,Yucatán,Tizimín,Medio,77621,997
31-97,31,97,Yucatán,Tunkás,Medio,3522,864
31-98,31,98,Yucatán,Tzucacab,Medio,14784,1039
31-99,31,99,Yucatán,Uayma,Alto,4056,655
31-100,31,100,Yucatán,Ucú,Bajo,3682,1486
31-101,31,101,Yucatán,Umán,Bajo,55261,1867
31-102,31,102,Yucatán,Valladolid,Medio,80313,1232
31-103,31,103,Yucatán,Xocchel,Medio,3482,1053
31-104,31,104,Yucatán,Yaxcabá,Alto,15203,509
31-105,31,105,Yucatán,Yaxkukul,Bajo,3109,1895
31-56,31,56,Yucatán,Oxkutzcab,Medio,31202,1200
31-82,31,82,Yucatán,Telchac Pueblo,Bajo,3704,1791
31-106,31,106,Yucatán,Yobaín,Bajo,2227,1561
31-80,31,80,Yucatán,Tekit,Medio,10232,1044
31-68,31,68,Yucatán,Sinanché,Bajo,3088,1637
31-79,31,79,Yucatán,Tekax,Medio,42440,1326
31-58,31,58,Yucatán,Peto,Medio,25264,942
31-59,31,59,Yucatán,Progreso,Muy bajo,59122,2209
31-60,31,60,Yucatán,Quintana Roo,Medio,963,1177
31-61,31,61,Yucatán,Río Lagartos,Bajo,3502,1763
31-62,31,62,Yucatán,Sacalum,Medio,4819,1213
31-63,31,63,Yucatán,Samahil,Bajo,5119,1507
31-65,31,65,Yucatán,San Felipe,Bajo,1945,1817
31-66,31,66,Yucatán,Santa Elena,Medio,4047,1018
31-67,31,67,Yucatán,Seyé,Medio,9724,1214
31-64,31,64,Yucatán,Sanahcat,Medio,1678,1330
31-69,31,69,Yucatán,Sotuta,Medio,8902,796
31-71,31,71,Yucatán,Sudzal,Medio,1710,1322
31-72,31,72,Yucatán,Suma,Bajo,1762,1851
31-73,31,73,Yucatán,Tahdziú,Alto,5111,529
31-74,31,74,Yucatán,Tahmek,Medio,3641,1289
31-75,31,75,Yucatán,Teabo,Alto,6551,632
31-76,31,76,Yucatán,Tecoh,Medio,17609,925
31-77,31,77,Yucatán,Tekal de Venegas,Medio,2616,1021
31-57,31,57,Yucatán,Panabá,Medio,7792,1242
31-70,31,70,Yucatán,Sucilá,Medio,3918,1314
31-78,31,78,Yucatán,Tekantó,Medio,3786,1212
30-73,30,73,Veracruz,Hueyapan de Ocampo,Medio,43309,758
30-69,30,69,Veracruz,Gutiérrez Zamora,Bajo,24791,1372
30-71,30,71,Veracruz,Huatusco,Medio,60674,1110
30-72,30,72,Veracruz,Huayacocotla,Alto,21391,533
30-78,30,78,Veracruz,Ixcatepec,Alto,13591,416
30-74,30,74,Veracruz,Huiloapan de Cuauhtémoc,Bajo,7221,1705
30-75,30,75,Veracruz,Ignacio de la Llave,Medio,17105,920
30-76,30,76,Veracruz,Ilamatlán,Muy alto,13474,50
30-77,30,77,Veracruz,Isla,Medio,43349,1252
30-67,30,67,Veracruz,Filomeno Mata,Alto,18367,250
30-68,30,68,Veracruz,Fortín,Bajo,66168,1943
30-56,30,56,Veracruz,Chiconamel,Alto,6684,446
30-66,30,66,Veracruz,Espinal,Alto,27297,645
30-65,30,65,Veracruz,Emiliano Zapata,Bajo,78336,1988
30-64,30,64,Veracruz,Chumatlán,Alto,3880,255
30-63,30,63,Veracruz,Chontla,Alto,14565,534
30-62,30,62,Veracruz,Chocamán,Alto,21102,675
30-61,30,61,Veracruz,Las Choapas,Medio,81827,784
30-60,30,60,Veracruz,Chinampa de Gorostiza,Medio,16741,843
30-59,30,59,Veracruz,Chinameca,Medio,16241,1345
30-58,30,58,Veracruz,Chicontepec,Alto,55844,496
30-57,30,57,Veracruz,Chiconquiaco,Alto,14394,549
30-80,30,80,Veracruz,Ixhuatlán del Café,Alto,23005,740
30-55,30,55,Veracruz,Chalma,Alto,13479,543
30-79,30,79,Veracruz,Ixhuacán de los Reyes,Alto,11442,572
30-91,30,91,Veracruz,Jesús Carranza,Medio,29413,963
30-81,30,81,Veracruz,Ixhuatlancillo,Medio,24896,1097
30-82,30,82,Veracruz,Ixhuatlán del Sureste,Bajo,15800,1560
30-105,30,105,Veracruz,Medellín,Bajo,75346,1997
30-53,30,53,Veracruz,Cuitláhuac,Bajo,27940,1515
30-104,30,104,Veracruz,Mecayapan,Alto,17312,371
30-103,30,103,Veracruz,Mecatlán,Muy alto,12332,171
30-102,30,102,Veracruz,Martínez de la Torre,Bajo,110415,1744
30-101,30,101,Veracruz,Mariano Escobedo,Medio,37285,1083
30-100,30,100,Veracruz,Manlio Fabio Altamirano,Bajo,23408,1599
30-99,30,99,Veracruz,Maltrata,Medio,18096,791
30-98,30,98,Veracruz,Magdalena,Alto,3043,377
30-97,30,97,Veracruz,Lerdo de Tejada,Bajo,19606,1913
30-96,30,96,Veracruz,Landero y Coss,Medio,1534,1024
30-95,30,95,Veracruz,Juchique de Ferrer,Medio,15916,907
30-94,30,94,Veracruz,Juan Rodríguez Clara,Medio,38895,1129
30-93,30,93,Veracruz,Jilotepec,Bajo,16682,1475
30-92,30,92,Veracruz,Xico,Medio,38198,1086
30-90,30,90,Veracruz,Jamapa,Bajo,11361,1488
30-89,30,89,Veracruz,Jáltipan,Bajo,41644,1388
30-88,30,88,Veracruz,Jalcomulco,Medio,5006,1062
30-87,30,87,Veracruz,Xalapa,Muy bajo,480841,2301
30-86,30,86,Veracruz,Jalacingo,Alto,44488,644
30-85,30,85,Veracruz,Ixtaczoquitlán,Bajo,68823,1732
30-84,30,84,Veracruz,Ixmatlahuacan,Medio,5790,930
30-83,30,83,Veracruz,Ixhuatlán de Madero,Alto,54132,180
30-54,30,54,Veracruz,Chacaltianguis,Bajo,12494,1348
30-27,30,27,Veracruz,Benito Juárez,Alto,17618,275
30-52,30,52,Veracruz,Cuichapa,Medio,12238,1334
30-24,30,24,Veracruz,Tlaltetela,Medio,15818,831
30-22,30,22,Veracruz,Atzacan,Alto,21360,622
30-21,30,21,Veracruz,Atoyac,Medio,23896,1258
30-20,30,20,Veracruz,Atlahuilco,Muy alto,10933,90
30-19,30,19,Veracruz,Astacinga,Muy alto,6534,100
30-18,30,18,Veracruz,Aquila,Alto,1924,247
30-17,30,17,Veracruz,Apazapan,Bajo,4009,1659
30-16,30,16,Veracruz,La Antigua,Muy bajo,26920,2193
30-15,30,15,Veracruz,Angel R. Cabada,Medio,33730,1093
30-14,30,14,Veracruz,Amatlán de los Reyes,Bajo,45430,1524
30-13,30,13,Veracruz,Naranjos Amatlán,Bajo,28295,1912
30-12,30,12,Veracruz,Amatitlán,Medio,7987,1240
30-11,30,11,Veracruz,Alvarado,Bajo,52927,1698
30-10,30,10,Veracruz,Altotonga,Alto,65548,715
30-9,30,9,Veracruz,Alto Lucero de Gutiérrez Barrios,Bajo,28922,1396
30-8,30,8,Veracruz,Alpatláhuac,Alto,10189,387
30-7,30,7,Veracruz,Camarón de Tejeda,Medio,6426,940
30-6,30,6,Veracruz,Acultzingo,Alto,22969,524
30-5,30,5,Veracruz,Acula,Medio,5350,1047
30-4,30,4,Veracruz,Actopan,Bajo,43388,1627
30-3,30,3,Veracruz,Acayucan,Bajo,87267,1440
30-2,30,2,Veracruz,Acatlán,Medio,3147,1149
30-1,30,1,Veracruz,Acajete,Medio,8819,1073
30-107,30,107,Veracruz,Las Minas,Alto,2920,367
30-23,30,23,Veracruz,Atzalan,Alto,50873,661
30-25,30,25,Veracruz,Ayahualulco,Alto,26694,328
30-51,30,51,Veracruz,Coyutla,Alto,22570,500
30-26,30,26,Veracruz,Banderilla,Muy bajo,24822,2120
30-50,30,50,Veracruz,Coxquihui,Alto,16754,290
30-49,30,49,Veracruz,Cotaxtla,Medio,21013,1272
30-48,30,48,Veracruz,Cosoleacaque,Bajo,129527,1688
30-47,30,47,Veracruz,Coscomatepec,Alto,58479,435
30-46,30,46,Veracruz,Cosautlán de Carvajal,Medio,16353,801
30-45,30,45,Veracruz,Cosamaloapan de Carpio,Bajo,57147,1636
30-44,30,44,Veracruz,Córdoba,Bajo,218153,1995
30-43,30,43,Veracruz,Comapa,Alto,19859,499
30-42,30,42,Veracruz,Colipa,Medio,5718,817
30-41,30,41,Veracruz,Coetzala,Alto,2236,461
30-40,30,40,Veracruz,Coatzintla,Bajo,56897,1876
30-39,30,39,Veracruz,Coatzacoalcos,Muy bajo,319187,2282
30-38,30,38,Veracruz,Coatepec,Bajo,92127,1971
30-37,30,37,Veracruz,Coahuitlán,Alto,8566,424
30-36,30,36,Veracruz,Coacoatzintla,Medio,10482,956
30-35,30,35,Veracruz,Citlaltépetl,Medio,12109,754
30-34,30,34,Veracruz,Cerro Azul,Muy bajo,26807,2178
30-33,30,33,Veracruz,Cazones de Herrera,Alto,23675,721
30-32,30,32,Veracruz,Catemaco,Medio,49651,961
30-31,30,31,Veracruz,Carrillo Puerto,Alto,16996,701
30-30,30,30,Veracruz,Camerino Z. Mendoza,Medio,42347,1336
30-29,30,29,Veracruz,Calcahualco,Alto,12929,260
30-28,30,28,Veracruz,Boca del Río,Muy bajo,142207,2399
30-106,30,106,Veracruz,Miahuatlán,Medio,4685,964
30-70,30,70,Veracruz,Hidalgotitlán,Medio,19587,749
30-108,30,108,Veracruz,Minatitlán,Bajo,157393,1731
30-187,30,187,Veracruz,Tonayán,Alto,5670,718
30-185,30,185,Veracruz,Tlilapan,Medio,5258,860
30-184,30,184,Veracruz,Tlaquilpa,Muy alto,7709,109
30-183,30,183,Veracruz,Tlapacoyan,Medio,61982,1165
30-182,30,182,Veracruz,Tlalnelhuayocan,Bajo,18715,1533
30-181,30,181,Veracruz,Tlalixcoyan,Medio,37857,1195
30-180,30,180,Veracruz,Tlachichilco,Muy alto,11630,175
30-179,30,179,Veracruz,Tlacotepec de Mejía,Medio,3833,1161
30-178,30,178,Veracruz,Tlacotalpan,Medio,13421,1221
30-177,30,177,Veracruz,Tlacolulan,Medio,11431,840
30-176,30,176,Veracruz,Tlacojalpan,Medio,4953,1191
30-175,30,175,Veracruz,Tihuatlán,Medio,96418,985
30-174,30,174,Veracruz,Tierra Blanca,Bajo,106277,1645
30-173,30,173,Veracruz,Tezonapa,Alto,56956,427
30-172,30,172,Veracruz,Texistepec,Medio,20887,780
30-171,30,171,Veracruz,Texhuacán,Alto,5284,240
30-170,30,170,Veracruz,Texcatepec,Muy alto,10934,59
30-169,30,169,Veracruz,José Azueta,Medio,22923,1038
30-168,30,168,Veracruz,Tequila,Muy alto,15018,92
30-167,30,167,Veracruz,Tepetzintla,Medio,14736,872
30-166,30,166,Veracruz,Tepetlán,Medio,9668,809
30-165,30,165,Veracruz,Tepatlaxco,Alto,8417,242
30-164,30,164,Veracruz,Teocelo,Medio,16480,1281
30-163,30,163,Veracruz,Tenochtitlán,Medio,5189,823
30-186,30,186,Veracruz,Tomatlán,Bajo,6869,1509
30-188,30,188,Veracruz,Totutla,Medio,17428,862
30-161,30,161,Veracruz,Tempoal,Alto,35823,562
30-189,30,189,Veracruz,Tuxpan,Bajo,161829,1968
30-109,30,109,Veracruz,Misantla,Bajo,64249,1433
30-212,30,212,Veracruz,Santiago Sochiapan,Alto,12512,438
30-211,30,211,Veracruz,San Rafael,Bajo,29631,1625
30-210,30,210,Veracruz,Uxpanapa,Medio,29434,771
30-209,30,209,Veracruz,Tatahuicapan de Juárez,Alto,15614,490
30-208,30,208,Veracruz,Carlos A. Carrillo,Bajo,24565,1641
30-207,30,207,Veracruz,Tres Valles,Bajo,46672,1352
30-206,30,206,Veracruz,Nanchital de Lázaro Cárdenas del Río,Muy bajo,30039,2199
30-205,30,205,Veracruz,El Higo,Bajo,19478,1592
30-204,30,204,Veracruz,Agua Dulce,Bajo,48091,1803
30-203,30,203,Veracruz,Zozocolco de Hidalgo,Muy alto,15031,134
30-202,30,202,Veracruz,Zontecomatlán de López y Fuentes,Muy alto,14620,54
30-201,30,201,Veracruz,Zongolica,Muy alto,43871,148
30-199,30,199,Veracruz,Zaragoza,Medio,11354,1037
30-198,30,198,Veracruz,Zacualpan,Alto,7194,208
30-197,30,197,Veracruz,Yecuatla,Medio,12108,909
30-196,30,196,Veracruz,Yanga,Bajo,17896,1581
30-195,30,195,Veracruz,Xoxocotla,Muy alto,5446,124
30-194,30,194,Veracruz,Villa Aldama,Medio,11760,973
30-193,30,193,Veracruz,Veracruz,Muy bajo,609964,2358
30-192,30,192,Veracruz,Vega de Alatorre,Bajo,20275,1485
30-191,30,191,Veracruz,Ursulo Galván,Muy bajo,30580,2167
30-190,30,190,Veracruz,Tuxtilla,Medio,2185,1291
30-162,30,162,Veracruz,Tenampa,Alto,6677,619
30-200,30,200,Veracruz,Zentla,Medio,13409,1092
30-160,30,160,Veracruz,Álamo Temapache,Medio,104694,1045
30-135,30,135,Veracruz,Rafael Delgado,Medio,23112,789
30-133,30,133,Veracruz,Pueblo Viejo,Bajo,57646,1578
30-132,30,132,Veracruz,Las Vigas de Ramírez,Medio,19725,900
30-131,30,131,Veracruz,Poza Rica de Hidalgo,Muy bajo,200119,2231
30-130,30,130,Veracruz,Playa Vicente,Medio,39205,990
30-129,30,129,Veracruz,Platón Sánchez,Alto,18145,708
30-128,30,128,Veracruz,Perote,Bajo,72795,1457
30-127,30,127,Veracruz,La Perla,Alto,26880,189
30-126,30,126,Veracruz,Paso de Ovejas,Bajo,33392,1826
30-125,30,125,Veracruz,Paso del Macho,Medio,31890,1189
30-124,30,124,Veracruz,Papantla,Alto,161097,684
30-123,30,123,Veracruz,Pánuco,Bajo,100549,1441
30-121,30,121,Veracruz,Ozuluama de Mascareñas,Alto,23244,714
30-120,30,120,Veracruz,Oteapan,Medio,16222,929
30-119,30,119,Veracruz,Otatitlán,Bajo,5703,1398
30-118,30,118,Veracruz,Orizaba,Muy bajo,126005,2339
30-117,30,117,Veracruz,Omealca,Medio,24020,873
30-116,30,116,Veracruz,Oluta,Medio,16710,1182
30-115,30,115,Veracruz,Nogales,Bajo,37908,1647
30-114,30,114,Veracruz,Nautla,Bajo,10866,1375
30-113,30,113,Veracruz,Naranjal,Alto,4559,735
30-112,30,112,Veracruz,Naolinco,Bajo,21816,1479
30-111,30,111,Veracruz,Moloacán,Medio,17504,1300
30-159,30,159,Veracruz,Tehuipango,Muy alto,26322,6
30-134,30,134,Veracruz,Puente Nacional,Bajo,22454,1818
30-122,30,122,Veracruz,Pajapan,Alto,17480,514
30-136,30,136,Veracruz,Rafael Lucio,Bajo,8068,1673
30-147,30,147,Veracruz,Soledad Atzompa,Muy alto,23130,87
30-137,30,137,Veracruz,Los Reyes,Muy alto,5830,94
30-157,30,157,Veracruz,Castillo de Teayo,Medio,20037,830
30-156,30,156,Veracruz,Tatatila,Alto,5767,505
30-155,30,155,Veracruz,Tantoyuca,Alto,103616,251
30-154,30,154,Veracruz,Tantima,Alto,12983,727
30-153,30,153,Veracruz,Tancoco,Medio,5792,1094
30-151,30,151,Veracruz,Tamiahua,Alto,23120,710
30-150,30,150,Veracruz,Tamalín,Medio,11750,856
30-149,30,149,Veracruz,Soteapan,Alto,35155,224
30-148,30,148,Veracruz,Soledad de Doblado,Bajo,27770,1464
30-152,30,152,Veracruz,Tampico Alto,Medio,12320,917
30-158,30,158,Veracruz,Tecolutla,Medio,23865,996
30-143,30,143,Veracruz,Santiago Tuxtla,Alto,57466,736
30-138,30,138,Veracruz,Río Blanco,Muy bajo,41927,2288
30-139,30,139,Veracruz,Saltabarranca,Medio,6147,1290
30-140,30,140,Veracruz,San Andrés Tenejapan,Alto,2921,493
30-141,30,141,Veracruz,San Andrés Tuxtla,Medio,164834,797
30-142,30,142,Veracruz,San Juan Evangelista,Medio,33929,1023
30-110,30,110,Veracruz,Mixtla de Altamirano,Muy alto,11646,7
30-144,30,144,Veracruz,Sayula de Alemán,Medio,32721,949
30-145,30,145,Veracruz,Soconusco,Bajo,16363,1505
30-146,30,146,Veracruz,Sochiapa,Medio,3656,1101
29-16,29,16,Tlaxcala,Ixtenco,Bajo,7080,1595
29-21,29,21,Tlaxcala,Nanacamilpa de Mariano Arista,Bajo,18115,1879
29-17,29,17,Tlaxcala,Mazatecochco de José María Morelos,Medio,10901,1251
29-18,29,18,Tlaxcala,Contla de Juan Cuamatzi,Bajo,38330,1660
29-19,29,19,Tlaxcala,Tepetitla de Lardizábal,Bajo,21060,1899
29-20,29,20,Tlaxcala,Sanctórum de Lázaro Cárdenas,Bajo,9490,1881
29-27,29,27,Tlaxcala,Tenancingo,Bajo,12834,1610
29-22,29,22,Tlaxcala,Acuamanala de Miguel Hidalgo,Bajo,5925,1993
29-23,29,23,Tlaxcala,Natívitas,Bajo,25053,1767
29-24,29,24,Tlaxcala,Panotla,Bajo,27154,2055
29-25,29,25,Tlaxcala,San Pablo del Monte,Bajo,77242,1358
29-28,29,28,Tlaxcala,Teolocholco,Bajo,24380,1694
29-15,29,15,Tlaxcala,Ixtacuixtla de Mariano Matamoros,Bajo,38324,2025
29-26,29,26,Tlaxcala,Santa Cruz Tlaxcala,Bajo,20242,1957
29-4,29,4,Tlaxcala,Atltzayanca,Medio,17173,1159
29-14,29,14,Tlaxcala,Hueyotlipan,Bajo,14575,1668
29-13,29,13,Tlaxcala,Huamantla,Bajo,92887,1504
29-12,29,12,Tlaxcala,Españita,Bajo,8668,1399
29-11,29,11,Tlaxcala,Muñoz de Domingo Arenas,Bajo,4679,2059
29-10,29,10,Tlaxcala,Chiautempan,Bajo,70011,2090
29-9,29,9,Tlaxcala,Cuaxomulco,Bajo,5272,1839
29-8,29,8,Tlaxcala,Cuapiaxtla,Bajo,15337,1428
29-7,29,7,Tlaxcala,El Carmen Tequexquitla,Medio,17259,1105
29-6,29,6,Tlaxcala,Calpulalpan,Bajo,48385,2018
29-5,29,5,Tlaxcala,Apizaco,Muy bajo,78624,2331
29-3,29,3,Tlaxcala,Atlangatepec,Bajo,6597,1548
29-2,29,2,Tlaxcala,Apetatitlán de Antonio Carvajal,Muy bajo,15271,2265
29-30,29,30,Tlaxcala,Terrenate,Medio,14746,1180
29-1,29,1,Tlaxcala,Amaxac de Guerrero,Muy bajo,11144,2123
29-29,29,29,Tlaxcala,Tepeyanco,Muy bajo,12047,2148
29-46,29,46,Tlaxcala,Emiliano Zapata,Medio,4561,1287
29-31,29,31,Tlaxcala,Tetla de la Solidaridad,Bajo,32613,2003
29-47,29,47,Tlaxcala,Lázaro Cárdenas,Bajo,3103,1784
29-60,29,60,Tlaxcala,Santa Isabel Xiloxoxtla,Bajo,4992,1728
29-59,29,59,Tlaxcala,Santa Cruz Quilehtla,Bajo,7169,1780
29-58,29,58,Tlaxcala,Santa Catarina Ayometla,Bajo,8817,1778
29-32,29,32,Tlaxcala,Tetlatlahuca,Bajo,13414,1980
29-56,29,56,Tlaxcala,Santa Ana Nopalucan,Bajo,7773,1833
29-55,29,55,Tlaxcala,San Lucas Tecopilco,Bajo,3131,1819
29-54,29,54,Tlaxcala,San Lorenzo Axocomanitla,Muy bajo,5618,2121
29-53,29,53,Tlaxcala,San Juan Huactzinco,Bajo,7511,1948
29-52,29,52,Tlaxcala,San José Teacalco,Bajo,5923,1508
29-51,29,51,Tlaxcala,San Jerónimo Zacualpan,Bajo,3767,2032
29-50,29,50,Tlaxcala,San Francisco Tetlanohcan,Bajo,10910,1613
29-49,29,49,Tlaxcala,San Damián Texóloc,Muy bajo,5569,2161
29-48,29,48,Tlaxcala,La Magdalena Tlaltelulco,Bajo,18873,1739
29-57,29,57,Tlaxcala,Santa Apolonia Teacalco,Bajo,4559,1946
29-45,29,45,Tlaxcala,Benito Juárez,Bajo,6038,1762
29-38,29,38,Tlaxcala,Tzompantepec,Bajo,16359,2033
